psu,StudentLoginID,Q1,Q2,Q3,Q5A,Q5B,Q5C,Q5D,Q5E,Q6,Q7,Q8,Q34,Q35,Q77,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96
58123,25830,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,3,5,4,3,3,4,3
58123,25831,8,1,4,,,,,1,2,.S,.S,2,.S,1,3,1,3,5,4,1,4,3
58123,25832,6,1,4,1,1,,,,2,.S,.S,2,.S,1,5,1,3,4,4,1,3,3
58123,25833,6,1,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,4,4,2,1,2,2
58123,25834,7,1,4,,,,,1,2,.S,.S,2,.S,1,6,6,6,6,6,6,6,6
58123,25835,7,2,4,1,,,,,2,.S,.S,2,.S,3,2,3,3,2,2,3,2,2
58123,25837,6,2,4,1,,,,,2,.S,.S,2,.S,1,5,3,6,2,3,2,3,2
58123,25838,7,1,4,,,,,1,2,.S,.S,2,.S,1,3,3,2,3,3,3,2,2
58123,25839,6,1,4,,,,,1,2,.S,.S,2,.S,1,3,3,4,2,4,4,4,2
58123,25841,7,1,4,,,,,1,2,.S,.S,2,.S,1,3,1,3,2,2,1,3,2
58123,25842,7,1,4,,,,,1,2,.S,.S,2,.S,1,3,1,3,2,3,1,4,2
58123,25843,7,2,4,,,,,1,2,.S,.S,1,2,1,3,4,5,2,3,4,3,2
58123,25845,6,1,4,1,,,,,2,.S,.S,2,.S,2,3,1,4,3,3,1,3,3
58123,25846,6,1,4,,,,,1,2,.S,.S,2,.S,2,3,1,2,3,2,1,2,2
58123,25847,7,2,4,1,,,,,1,6,3,1,6,1,2,1,3,2,2,1,2,2
58123,25849,6,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,2,3,2,2,2,2,2
58123,25850,7,1,4,,,1,,,2,.S,.S,2,.S,1,5,1,3,2,.N,.N,.N,.N
58123,25853,7,2,4,1,,,,,2,.S,.S,2,.S,1,4,2,4,3,4,3,4,3
58123,25854,7,1,4,,,,,1,2,.S,.S,2,.S,1,4,3,5,3,4,2,5,4
58123,25857,7,2,4,,,,,1,2,.S,.S,2,.S,1,2,2,4,3,3,2,5,2
58123,25858,6,2,4,,,,,1,2,.S,.S,2,.S,2,2,1,4,2,2,1,4,2
58123,25860,6,1,4,1,,,,,1,6,1,1,6,1,5,1,.N,5,4,1,4,4
58123,25861,8,1,4,,,,,1,2,.S,.S,2,.S,1,3,3,3,4,4,3,3,3
58123,25862,7,2,4,,,,,1,1,8,1,1,8,1,3,1,3,2,4,1,4,4
58123,25863,7,2,4,,,1,,,2,.S,.S,2,.S,1,3,3,6,4,4,1,4,3
58123,25865,10,1,7,.N,.N,.N,.N,.N,1,9,3,1,9,2,2,2,3,2,2,2,3,.N
58123,25868,10,1,7,,,,,1,1,11,5,2,.S,1,3,3,6,2,2,2,6,2
58123,25872,7,2,5,,,1,,,1,8,1,1,8,2,2,1,2,2,2,1,2,2
58123,25876,9,1,7,,,,,1,2,.S,.S,2,.S,1,4,1,3,2,4,1,3,2
58123,25880,7,2,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,3,4,4,4,4,5,3
58123,25884,9,1,7,,,,,1,2,.S,.S,2,.S,1,3,4,5,2,3,4,5,2
58123,25888,7,1,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,2,2,3,2,2,2,3,2
58123,25892,9,1,7,,,,,1,1,8,5,1,8,1,4,4,5,4,4,4,4,4
58123,25895,8,1,5,1,,,,,2,.S,.S,2,.S,1,3,5,5,4,4,4,4,4
58123,25896,9,2,7,,,,,1,2,.S,.S,2,.S,1,4,3,6,3,3,3,5,3
58123,25901,9,1,6,1,,,,1,1,2,2,1,7,1,4,3,6,3,4,3,4,4
58123,25902,11,1,7,,,,,1,2,.S,.S,2,.S,3,3,1,1,2,2,2,2,2
58123,25903,8,1,6,,,1,,,1,4,6,1,7,2,3,3,3,3,3,3,3,3
58123,25904,9,1,6,,,,,1,2,.S,.S,2,.S,3,2,1,2,2,2,1,2,2
58123,25907,10,1,7,,,,,1,2,.S,.S,2,.S,2,2,2,2,2,3,2,3,3
58123,25908,9,1,6,,,,,1,1,9,2,1,9,2,3,2,2,2,2,2,3,2
58123,25909,9,2,6,,,,,1,2,.S,.S,2,.S,1,3,5,.N,3,4,3,6,6
58123,25911,9,1,6,,,,,1,2,.S,.S,2,.S,1,3,4,5,3,2,2,4,3
58123,25912,9,2,6,,,,,1,2,.S,.S,1,9,2,3,3,3,3,3,3,3,3
58123,25915,9,1,6,,,1,,,2,.S,.S,2,.S,3,3,3,4,3,5,3,4,2
58123,25916,8,1,6,,,,,1,2,.S,.S,2,.S,3,2,1,3,2,2,1,2,2
58123,25917,9,2,6,,,,,1,1,10,1,1,10,2,2,5,4,2,4,3,3,3
58123,25919,9,1,6,,,,,1,1,3,.N,2,.S,.N,.N,.N,.N,.N,.N,.N,.N,.N
58123,25920,9,2,6,,,,,1,2,.S,.S,2,.S,1,6,6,6,6,6,6,6,6
58123,25923,9,2,6,,,,,1,1,9,2,1,9,2,4,4,4,4,2,2,2,.N
58123,25924,9,2,6,,,,,1,2,.S,.S,2,.S,1,5,4,3,2,4,4,4,4
58123,25925,9,1,6,,,,,1,2,.S,.S,2,.S,1,2,1,4,2,3,2,2,2
58123,25927,10,1,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,3,3,3,3,3,2,2
58123,25928,10,2,7,,,,,1,2,.S,.S,1,11,2,5,3,4,3,4,3,4,3
58123,25930,10,2,7,,,,,1,1,10,1,1,10,2,2,3,2,2,2,2,2,2
58123,25931,9,2,7,1,,,,,1,10,3,1,8,2,2,2,2,2,3,3,3,2
58123,25934,9,1,7,,,,,1,2,.S,.S,1,9,2,4,2,3,3,3,1,3,3
58123,25935,9,1,7,,,,,1,2,.S,.S,2,.S,1,4,4,4,4,4,4,4,4
58123,25938,9,1,7,1,,,,,1,10,3,1,10,2,1,2,2,2,2,2,2,2
58123,25939,9,2,7,1,,,,,2,.S,.S,1,9,2,3,3,4,3,3,3,3,3
58123,25942,9,2,6,.N,.N,.N,.N,.N,2,.S,.S,1,9,3,4,.N,3,3,4,1,3,3
58123,25943,11,2,7,,,,,1,2,.S,.S,1,11,3,3,6,4,3,1,5,6,1
58123,25946,10,1,7,,,,,1,2,.S,.S,2,.S,3,2,3,6,2,2,1,5,2
58123,25947,9,2,7,,,,,1,2,.S,.S,2,.S,1,4,3,4,4,4,4,4,4
58123,25950,9,1,7,1,,,,,2,.S,.S,2,.S,2,2,2,2,2,4,3,3,3
58123,25951,9,1,7,,,,,1,1,10,1,1,9,3,2,4,4,3,1,.N,1,.N
58123,25954,10,1,7,,,,,1,1,9,6,1,9,1,3,2,4,2,3,3,4,2
58123,25955,10,2,7,,,,,1,2,.S,.S,2,.S,1,6,6,5,6,6,6,6,6
58123,25957,11,1,7,,,,,1,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
58123,25958,10,1,7,,,,,1,2,.S,.S,1,10,1,2,3,2,3,4,1,2,2
58123,25959,10,2,7,,,,,1,1,11,5,1,10,2,2,4,3,1,3,1,2,6
58123,3303,7,2,4,.N,.N,.N,.N,.N,1,7,1,1,8,3,4,4,4,4,4,4,4,4
58123,3304,6,1,4,,,,,1,2,.S,.S,2,.S,2,2,1,2,2,2,1,2,2
58123,3305,6,2,4,1,,,,,2,.S,.S,2,.S,1,4,1,2,3,3,1,3,4
58123,3307,7,1,4,,,,,1,2,.S,.S,2,.S,1,5,1,4,4,4,1,3,4
58123,3308,6,1,4,.N,.N,.N,.N,.N,1,2,4,1,5,1,2,2,6,2,2,2,6,2
58123,3311,7,1,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,5,2,5,5,.N,.N,.N,.N
58123,3312,7,2,4,,,,,1,2,.S,.S,2,.S,1,3,3,5,3,3,3,3,3
58123,3313,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,3,1,3,3,4,1,3,3
58123,3315,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,2,3,3,1,3,3
58123,3316,6,1,4,1,,,1,,1,7,3,1,7,.N,2,.N,2,2,2,3,4,2
58123,3319,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,3,1,3,3,3,3,2,2
58123,3320,6,2,4,,,,,1,2,.S,.S,1,6,1,4,1,6,2,4,1,6,2
58123,3322,7,1,4,,,,,1,1,1,1,1,6,1,5,5,5,5,5,2,3,6
58123,3323,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,1,8,3,4,1,4,3,4,1,2,2
58123,3324,7,2,4,,,,,1,2,.S,.S,2,.S,2,4,2,4,4,2,2,4,4
58123,3327,7,1,4,.N,.N,.N,.N,.N,1,1,7,1,2,.N,.N,.N,.N,.N,.N,.N,.N,.N
58123,3328,6,2,4,,,,1,,2,.S,.S,1,7,3,3,4,2,2,2,2,2,2
58123,3330,6,2,4,,,,,1,2,.S,.S,2,.S,1,4,3,5,3,4,3,4,3
58123,3331,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,4,5,5,5,4,3,3,4
58123,3332,7,1,4,1,,,,,2,.S,.S,1,7,1,3,3,3,6,3,3,3,3
58123,3335,7,1,4,1,,,,,2,.S,.S,2,.S,1,3,3,3,3,3,4,4,4
58123,3336,7,2,4,,,1,,,2,.S,.S,2,.S,1,5,2,2,6,2,2,2,2
58123,3338,8,2,5,,,,1,,1,9,1,2,.S,1,3,5,5,3,4,5,4,4
58123,3339,7,1,5,1,1,1,1,1,1,6,1,1,8,1,3,1,4,2,5,4,4,5
58123,3340,7,1,5,,,1,,,1,8,4,1,8,.Z,.Z,.Z,.Z,.Z,.Z,.Z,.Z,.Z
58123,3341,7,1,5,1,,,,,2,.S,.S,1,8,2,2,5,5,4,5,5,2,3
58123,3342,8,2,5,,,1,,1,2,.S,.S,2,.S,1,3,4,6,4,4,4,5,3
58123,3343,7,2,5,,,,,1,2,.S,.S,2,.S,3,5,4,5,5,6,3,4,6
58123,3345,7,1,5,1,,,,1,2,.S,.S,2,.S,2,3,3,3,1,2,2,5,5
58123,3346,8,2,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,4,5,5,5,3,4,3
58123,3347,8,1,5,1,,,,,2,.S,.S,2,.S,1,4,6,5,2,6,5,6,4
58123,3348,8,1,5,.N,.N,.N,.N,.N,1,6,3,1,8,.N,4,4,5,2,4,4,4,2
58123,3349,7,1,5,,,,,1,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
58123,3351,8,2,5,.N,.N,.N,.N,.N,2,.S,.S,1,8,3,3,1,5,2,3,1,5,3
58123,3353,8,1,8,1,,,,,2,.S,.S,1,8,1,4,3,5,2,4,3,5,3
58123,3354,8,1,5,,,,,1,2,.S,.S,1,8,1,4,1,5,2,2,3,4,2
58123,3355,8,2,5,,,,,1,2,.S,.S,2,.S,2,3,2,4,2,2,2,2,2
58123,3357,7,1,5,,,,,1,2,.S,.S,2,.S,1,4,3,4,4,4,3,3,2
58123,3358,8,1,5,,,,,1,1,5,1,1,7,3,1,1,1,1,3,6,2,5
58123,3359,8,1,5,,,,,1,2,.S,.S,2,.S,2,2,1,2,1,2,2,2,2
58123,3361,7,1,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,3,4,3,2,3,2,2
58123,3362,8,2,5,,,,,1,2,.S,.S,1,9,1,4,3,4,5,4,3,4,5
58123,3363,8,2,5,,,,,1,2,.S,.S,1,7,3,2,4,6,4,4,3,2,3
58123,3365,8,1,5,,,,1,,2,.S,.S,2,.S,2,5,3,3,2,2,2,2,2
58123,3367,9,2,5,,1,,,,1,7,1,1,9,3,6,6,6,6,6,6,.N,6
58123,3369,8,1,5,,,,,1,2,.S,.S,2,.S,3,2,3,5,3,3,3,2,3
58123,3370,8,2,5,,,,,1,1,7,2,1,6,1,4,1,5,6,5,1,6,6
58123,3371,7,2,5,,,,,1,2,.S,.S,2,.S,1,.N,.N,.N,.N,.N,.N,.N,.N
58123,3373,8,2,4,,,,,1,1,8,3,1,9,2,2,2,2,2,2,2,5,5
58123,3374,8,1,5,1,,,,,2,.S,.S,2,.S,1,.Z,.Z,.Z,.Z,.Z,.Z,.Z,.Z
58123,3375,7,2,5,,,,,1,1,7,1,2,.S,1,4,3,4,3,4,3,4,3
58123,3377,8,1,5,,,,,1,2,.S,.S,2,.S,1,3,1,4,2,3,1,5,3
58123,3378,7,1,5,1,,,,,2,.S,.S,1,3,1,5,1,6,2,4,1,6,2
58123,3379,7,2,5,,,,,1,2,.S,.S,2,.S,2,3,3,5,3,3,3,5,3
58123,3381,8,1,6,,,,,1,1,6,4,2,.S,1,4,4,6,3,3,3,6,2
58123,3382,9,1,6,.N,.N,.N,.N,.N,1,6,4,1,6,3,4,4,4,4,3,3,3,3
58123,3384,8,2,6,,,,,1,1,1,1,2,.S,1,3,3,5,2,3,2,5,3
58123,3385,9,1,6,,1,,,,1,1,3,1,6,1,3,2,5,2,2,1,2,2
58123,3386,9,2,6,,,,,1,2,.S,.S,2,.S,1,2,1,5,3,3,1,4,2
58123,3388,8,2,6,.N,.N,.N,.N,.N,1,9,4,1,8,1,5,4,3,3,3,3,4,4
58123,3389,9,1,6,,,1,,,1,6,2,1,7,2,1,1,5,1,3,1,3,1
58123,3390,9,1,6,,,,,1,2,.S,.S,2,.S,3,3,3,4,3,3,3,3,3
58123,3392,10,2,6,,,,,1,2,.S,.S,2,.S,1,2,3,6,2,3,3,6,3
58123,3393,8,1,6,,1,,,,2,.S,.S,1,7,1,4,3,3,2,3,2,3,2
58123,3396,.N,.N,.N,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,4,1,4,3,3,1,3,3
58123,3397,9,1,6,,,,,1,1,10,1,1,9,2,3,4,3,2,5,1,3,2
58123,3398,8,2,6,,,,,1,2,.S,.S,2,.S,1,1,2,5,1,3,3,5,1
58123,3400,8,1,6,,,1,,,1,9,2,2,.S,1,6,4,6,4,4,4,4,4
58123,3401,8,2,6,,,,,1,2,.S,.S,2,.S,1,2,3,6,2,2,3,5,2
58123,3402,8,2,6,,,,,1,2,.S,.S,1,9,1,2,1,5,2,2,1,5,3
58123,3404,8,2,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,4,1,3,2,3,1,3,2
58123,3405,8,1,6,1,,,,,2,.S,.S,1,9,1,3,2,5,3,2,2,5,2
58123,3406,9,2,6,.N,.N,.N,.N,.N,1,.N,.N,2,.S,1,3,1,3,4,2,2,3,3
58123,3408,10,1,6,1,,,,,2,.S,.S,2,.S,1,6,5,6,5,3,4,5,5
58123,3410,9,1,6,1,,,,,1,8,3,1,8,1,2,2,2,2,2,2,2,2
58123,3412,9,2,6,,,1,,,2,.S,.S,2,.S,2,2,2,4,4,2,2,2,4
58123,3413,8,1,6,,,,,1,2,.S,.S,2,.S,1,2,1,6,3,2,1,5,2
58123,3414,9,2,6,1,,,,,2,.S,.S,2,.S,1,2,2,5,2,3,2,4,3
58123,3416,9,2,6,1,,,,,2,.S,.S,2,.S,1,4,2,4,5,5,5,2,4
58123,3418,9,1,6,,,1,,,2,.S,.S,1,9,1,3,1,3,3,3,1,3,3
58123,3420,8,1,6,1,,,,1,2,.S,.S,2,.S,1,2,1,3,2,2,1,3,2
58123,3421,8,1,6,,,,,1,1,6,3,1,9,1,3,3,3,3,4,4,3,3
58123,3422,9,2,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,4,2,2,1,3,2
58123,3424,10,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,2,5,4,2,2,2,2
58123,3425,9,1,7,.N,.N,.N,.N,.N,1,8,1,1,10,1,3,3,3,3,4,4,3,3
58123,3427,10,1,7,1,,,,,1,10,2,1,9,1,4,4,5,6,4,3,6,5
58123,3429,10,1,7,1,,,,,2,.S,.S,2,.S,2,4,1,5,3,4,1,4,2
58123,3431,10,1,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,3,3,3,4,2,3,4,3
58123,3432,10,1,7,,,,,1,1,9,6,1,9,1,3,4,6,3,4,3,5,3
58123,3433,9,1,7,.N,.N,.N,.N,.N,1,10,2,1,10,.N,.N,.N,.N,.N,.N,.N,.N,.N
58123,3435,10,1,7,,,1,,,1,10,7,1,8,2,2,2,2,2,2,2,3,3
58123,3437,11,2,7,,,1,,,1,11,3,1,12,2,4,1,4,3,2,1,4,2
58123,3439,9,1,7,,,,,1,1,6,3,1,3,2,3,1,4,3,3,1,4,3
58123,3440,9,2,7,,,,,1,2,.S,.S,2,.S,1,4,1,3,2,2,1,3,.N
58123,3441,10,2,7,,,,,1,2,.S,.S,2,.S,2,2,.N,1,3,3,2,2,2
58123,3443,9,1,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,5,1,4,2,5,1,2,2
58123,3445,11,2,7,,,,,1,1,5,6,1,6,1,2,3,6,2,4,4,4,4
58123,3447,9,1,7,,,,,1,1,10,5,1,9,1,2,2,5,2,3,3,4,2
58123,3448,9,2,7,,,,,1,1,8,4,1,9,1,4,1,5,3,4,1,5,3
58123,3449,11,2,7,,,,,1,2,.S,.S,2,.S,2,3,1,3,4,4,1,2,4
58123,3451,9,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,2,5,1,4,2,5,1
58123,3453,10,1,7,,,,,1,1,6,3,2,.S,2,3,1,5,4,2,1,2,2
58123,3455,10,1,7,,,,,1,2,.S,.S,2,.S,1,5,4,5,3,4,3,4,2
58123,3457,9,2,7,,,,,1,2,.S,.S,1,10,1,4,1,5,3,4,1,5,3
58123,3459,10,2,7,,1,,,,2,.S,.S,1,6,1,3,3,6,4,5,4,6,4
58123,3461,10,2,7,,,,,1,1,5,3,1,8,1,4,3,4,3,4,5,5,4
58123,3463,10,2,7,,,,,1,2,.S,.S,1,9,1,3,1,6,2,3,1,3,2
58123,3465,9,2,7,,,,,1,1,9,4,1,9,1,2,1,3,2,2,1,2,2
58123,2937,4,2,1,,,,,1,2,.S,.S,2,.S,1,4,1,4,1,3,1,3,1
58123,2940,4,2,1,.N,.N,.N,.N,.N,2,.S,.S,1,1,2,2,2,2,2,2,2,2,2
58123,2941,.N,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,1,3,2,2,1,3,3
58123,2945,3,2,1,,,,1,,2,.S,.S,2,.S,1,3,4,2,3,3,3,2,3
58123,2948,3,2,1,,,,,1,2,.S,.S,1,4,1,5,1,3,3,4,1,3,3
58123,2949,3,2,1,1,,,,,2,.S,.S,1,3,1,4,1,4,4,4,1,2,3
58123,2953,4,2,1,,,,,1,2,.S,.S,1,5,1,5,3,5,3,5,3,4,2
58123,2956,4,2,1,,,,,1,2,.S,.S,1,5,2,.N,2,1,1,1,2,2,2
58123,2957,5,1,1,,,1,,,2,.S,.S,2,.S,1,3,1,4,2,2,2,2,2
58123,2960,4,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,.N,1,.N,.N,.N,.N,1,6,1
58123,2968,4,1,1,1,,,,,1,2,5,1,3,2,2,5,3,2,3,1,2,3
58123,2969,5,1,2,1,,,,,1,5,1,1,4,2,3,1,1,2,3,1,1,1
58123,2972,4,2,2,,,,,1,2,.S,.S,2,.S,2,3,1,4,3,3,1,3,3
58123,2976,4,2,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,3,4,3,2,1,3,3
58123,2977,5,1,2,1,,,,,2,.S,.S,2,.S,3,3,1,4,2,2,1,2,2
58123,2980,5,2,2,,1,,,,2,.S,.S,2,.S,3,5,5,5,4,3,5,5,3
58123,2984,5,1,2,1,,,,1,2,.S,.S,2,.S,3,3,1,6,6,2,1,3,3
58123,2988,4,2,2,,,,,1,1,5,2,2,.S,1,4,1,5,3,3,1,4,3
58123,2992,5,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,2,1,4,5,3,1,3,4
58123,2996,5,2,2,,,,,1,1,3,1,1,3,1,3,3,3,2,3,3,3,3
58123,3000,5,2,2,,,,,1,2,.S,.S,2,.S,1,5,1,6,5,4,1,2,3
58123,3006,6,2,3,.N,.N,.N,.N,.N,2,.S,.S,1,6,1,4,4,4,4,3,1,3,3
58123,3009,6,1,3,,,,,1,1,5,3,1,3,1,5,5,5,5,5,5,5,5
58123,3010,7,1,3,.N,.N,.N,.N,.N,2,.S,.S,1,8,1,4,4,5,4,4,4,3,4
58123,3011,5,1,3,,,,,1,2,.S,.S,2,.S,3,4,3,6,2,4,4,6,2
58123,3014,5,2,3,,,1,,1,1,6,2,1,6,1,4,4,3,3,2,1,4,4
58123,3017,6,1,3,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,4,5,4,6,4,4,4,4
58123,3018,6,2,3,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,5,4,3,5,4,2,2,5
58123,3022,6,2,3,,,1,,,2,.S,.S,2,.S,1,4,3,4,4,4,4,4,4
58123,3025,5,2,3,,1,1,,,2,.S,.S,2,.S,1,3,3,3,2,3,2,3,3
58123,3026,.N,2,3,,,,,1,2,.S,.S,1,7,1,3,3,5,2,2,3,3,2
58123,3030,5,1,3,1,,,1,,1,4,3,1,6,2,3,1,4,3,4,1,3,2
58123,3033,6,1,3,,,1,,,1,2,3,1,4,2,4,1,3,3,3,1,5,4
58123,3034,6,2,3,,,,,1,2,.S,.S,1,7,1,4,3,5,5,5,5,4,4
58123,3037,6,1,3,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,1,1,4,4,4,1,4,4
58123,3038,6,1,3,.N,.N,.N,.N,.N,1,7,1,1,7,1,3,.N,.N,.N,3,3,.N,.N
58123,24017,4,2,1,,,,,1,2,.S,.S,2,.S,2,4,3,5,3,4,3,4,2
58123,24018,4,2,1,,,,,1,2,.S,.S,1,5,3,4,1,5,3,3,3,3,3
58123,24020,4,1,1,,,,1,,2,.S,.S,2,.S,3,4,1,6,5,4,1,5,5
58123,24021,3,1,1,1,,,,,.N,.N,.N,.N,.N,2,1,1,1,1,6,2,2,2
58123,24024,4,1,1,,,1,,1,2,.S,.S,2,.S,3,5,1,6,2,6,1,6,2
58123,24025,4,2,1,,,,,1,2,.S,.S,1,3,1,5,4,4,4,5,5,4,5
58123,24026,4,1,1,,,1,,,1,5,3,2,.S,1,5,4,3,3,2,3,2,2
58123,24028,3,2,1,1,1,1,1,1,2,.S,.S,1,4,1,4,1,.N,3,4,1,5,3
58123,24029,3,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,1,5,2,3,1,4,2
58123,24032,4,1,1,,1,,,,2,.S,.S,2,.S,2,2,1,3,2,2,2,2,2
58123,24033,4,2,1,,1,,,1,2,.S,.S,2,.S,3,3,1,3,2,2,1,2,2
58123,24034,4,1,1,,,,,1,2,.S,.S,2,.S,1,5,3,6,4,3,2,6,4
58123,24036,3,2,1,,,,,1,2,.S,.S,2,.S,1,6,1,3,6,3,3,3,5
58123,24037,3,2,1,,,1,,,2,.S,.S,2,.S,2,3,3,4,2,3,2,2,2
58123,24040,4,1,1,1,,1,,1,2,.S,.S,2,.S,2,3,2,5,2,3,2,5,2
58123,24041,4,1,1,1,,,,,1,3,1,1,2,1,4,3,3,2,4,2,4,2
58123,24042,3,2,1,,,,,1,2,.S,.S,2,.S,1,4,1,3,4,2,1,4,3
58123,24044,4,1,1,1,,,,1,1,3,1,1,2,3,3,1,3,2,2,1,4,2
58123,24045,3,2,1,,,,,1,2,.S,.S,2,.S,1,4,1,1,3,3,1,1,3
58123,24048,4,2,1,,,,,1,2,.S,.S,2,.S,1,3,1,6,2,3,1,4,3
58123,24049,4,1,1,,,1,,,2,.S,.S,2,.S,1,4,1,4,4,3,1,3,4
58123,24050,4,2,1,1,,,,,2,.S,.S,2,.S,3,2,2,2,2,2,2,2,.N
58123,24052,4,2,2,,,,,1,2,.S,.S,2,.S,3,3,1,3,3,2,1,3,2
58123,24053,4,1,2,,,,1,,2,.S,.S,2,.S,1,3,1,4,3,3,1,2,3
58123,24055,5,1,2,,,,,1,2,.S,.S,2,.S,3,2,6,2,6,4,4,4,4
58123,24056,5,2,2,1,,,,,2,.S,.S,2,.S,1,2,1,4,3,2,1,4,2
58123,24059,5,1,2,,1,,,1,1,5,1,1,6,2,3,4,5,4,4,1,5,3
58123,24060,6,2,2,1,,,,,2,.S,.S,2,.S,1,4,3,3,5,5,3,3,5
58123,24061,5,1,2,,,1,,,2,.S,.S,2,.S,1,2,1,6,2,2,1,5,2
58123,24063,5,2,2,,,,,1,2,.S,.S,2,.S,1,4,1,4,5,3,1,4,4
58123,24064,4,.N,2,,,1,,,2,.S,.S,2,.S,1,3,3,4,2,2,1,3,2
58123,24066,5,1,2,,,,,1,2,.S,.S,2,.S,1,4,1,5,2,4,1,6,3
58123,24067,4,2,2,,,,,1,2,.S,.S,2,.S,3,1,1,1,6,1,1,3,6
58123,24068,5,1,2,,,,,1,2,.S,.S,2,.S,1,2,1,2,2,2,1,2,2
58123,24071,5,2,2,,,,,1,2,.S,.S,2,.S,3,2,1,2,2,2,1,2,2
58123,24072,5,1,2,,,,,1,2,.S,.S,2,.S,1,5,4,3,4,4,4,4,4
58123,24074,5,1,2,,,,,1,2,.S,.S,2,.S,3,2,1,5,2,3,1,2,2
58123,24075,4,1,2,,,,1,1,2,.S,.S,2,.S,1,4,1,6,4,6,1,5,6
58123,24076,4,1,2,1,,,,,2,.S,.S,1,5,1,2,2,2,2,4,1,3,3
58123,24077,5,2,2,,,,1,,1,3,1,1,6,1,1,1,1,5,1,1,1,5
58123,24079,4,2,2,1,,,,,2,.S,.S,2,.S,3,3,1,6,1,3,5,5,2
58123,24080,4,2,2,,,,1,,2,.S,.S,2,.S,1,5,1,4,3,4,1,3,3
58123,24082,4,1,2,,,1,,,2,.S,.S,2,.S,3,2,2,2,2,2,2,2,2
58123,24083,6,2,2,,,1,,,1,5,3,1,6,1,4,1,6,4,5,1,6,3
58123,24084,5,2,2,,,,,1,2,.S,.S,2,.S,1,3,3,2,2,3,1,3,1
58123,24085,5,1,2,1,,,,,2,.S,.S,1,6,3,3,1,2,2,2,1,3,2
58123,24087,6,1,3,,,,,1,1,3,1,2,.S,1,3,2,5,3,2,4,2,2
58123,24089,6,2,3,,,,,1,2,.S,.S,2,.S,1,3,1,3,4,3,1,3,4
58123,24090,6,1,3,1,,,,,2,.S,.S,2,.S,2,2,1,2,2,2,1,2,2
58123,24091,5,1,3,,,,,1,2,.S,.S,2,.S,1,3,4,5,3,4,4,4,3
58123,24092,6,2,3,,,,,1,2,.S,.S,1,6,1,5,5,4,.N,3,3,2,2
58123,24093,6,1,3,1,,,,,2,.S,.S,1,7,2,4,1,6,4,3,1,3,3
58123,24094,6,1,3,,1,1,,1,2,.S,.S,2,.S,1,4,3,4,3,3,3,3,2
58123,24095,6,2,3,1,,,,,2,.S,.S,2,.S,1,5,3,3,4,5,3,4,3
58123,24097,6,2,3,.N,.N,.N,.N,.N,2,.S,.S,1,6,2,5,5,5,2,2,6,2,2
58123,24099,6,2,3,,,,,1,1,6,2,1,7,2,6,6,6,6,3,3,3,3
58123,24100,6,2,3,1,,,,,2,.S,.S,2,.S,1,5,1,4,5,6,1,5,6
58123,24101,6,1,3,,,,,1,2,.S,.S,2,.S,1,3,1,4,3,2,1,2,3
58123,24102,6,1,3,,,,,1,2,.S,.S,2,.S,1,3,3,1,2,3,3,3,3
58123,24103,5,2,3,,,,1,,2,.S,.S,2,.S,3,4,4,4,3,2,2,4,4
58123,24104,7,1,3,,,,1,,1,3,3,2,.S,1,3,1,2,2,4,1,3,2
58123,24105,6,1,3,1,,,,,2,.S,.S,2,.S,1,2,1,4,5,2,1,3,3
