psu,StudentLoginID,Q1,Q2,Q3,Q5A,Q5B,Q5C,Q5D,Q5E,Q6,Q7,Q8,Q34,Q35,Q77,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96
86877,15629,8,2,6,,,,,1,2,.S,.S,2,.S,1,2,1,4,2,2,1,2,2
86877,15630,9,1,6,,,,,1,2,.S,.S,2,.S,1,3,3,4,4,4,4,4,4
86877,15632,9,2,6,,,,,1,2,.S,.S,2,.S,1,3,2,5,2,3,2,4,2
86877,15633,8,2,6,,,,,1,2,.S,.S,2,.S,1,4,4,4,3,4,4,4,3
86877,15634,8,1,6,,,1,,1,2,.S,.S,2,.S,2,3,3,4,1,3,1,3,3
86877,15636,8,2,6,,,,,1,2,.S,.S,2,.S,1,2,1,2,2,2,1,2,2
86877,15637,8,2,6,,,,,1,1,8,3,1,8,1,4,3,5,4,4,3,4,3
86877,15638,9,2,6,,,,,1,2,.S,.S,1,7,3,4,1,4,3,2,3,3,3
86877,15640,8,1,6,,,,,1,2,.S,.S,2,.S,1,3,3,4,3,4,4,4,4
86877,15641,8,2,6,,,,,1,2,.S,.S,2,.S,1,1,6,1,2,1,1,1,1
86877,15642,9,1,6,1,,,,,2,.S,.S,1,9,3,1,2,2,2,5,3,4,5
86877,15644,8,2,6,,,,,1,2,.S,.S,2,.S,2,3,4,4,3,4,1,4,2
86877,15645,8,2,6,,,,,1,2,.S,.S,2,.S,1,2,1,4,3,3,1,3,3
86877,15646,8,2,6,,,,,1,2,.S,.S,1,6,3,4,4,6,4,4,4,6,4
86877,15648,9,2,6,,,,,1,2,.S,.S,2,.S,3,3,1,5,3,3,1,3,3
86877,15649,9,1,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,4,4,4,4,4,4,4,4
86877,15650,8,1,6,,,,,1,2,.S,.S,2,.S,1,4,1,3,3,4,4,4,4
86877,15652,9,2,6,,,,,1,2,.S,.S,1,6,1,3,3,4,2,2,1,2,2
86877,15653,8,2,6,,,,,1,2,.S,.S,1,9,1,2,1,3,3,2,1,3,2
86877,15654,8,2,6,,,,,1,2,.S,.S,1,9,1,3,1,5,3,4,1,3,3
86877,15656,8,1,6,,,,,1,2,.S,.S,2,.S,1,3,1,5,3,3,1,3,3
86877,15657,8,2,6,,,,,1,2,.S,.S,2,.S,1,5,1,5,4,2,1,2,2
86877,15658,8,1,6,,,,,1,2,.S,.S,2,.S,2,3,3,5,2,5,3,4,4
86877,15661,9,2,7,,,,,1,2,.S,.S,2,.S,1,5,5,6,5,5,4,4,4
86877,15663,9,2,7,,,,,1,1,8,3,1,9,1,2,2,5,2,2,1,5,2
86877,15664,10,1,7,,,,,1,2,.S,.S,2,.S,2,2,1,3,2,3,1,2,3
86877,15665,10,2,7,,,,,1,2,.S,.S,2,.S,2,3,2,2,2,2,2,2,2
86877,15666,10,1,7,,,,,1,2,.S,.S,1,8,1,5,1,4,5,4,4,3,5
86877,15669,9,1,7,,,,,1,2,.S,.S,2,.S,1,4,3,6,3,4,3,3,3
86877,15671,9,2,7,,,,,1,2,.S,.S,1,10,2,3,1,5,3,4,1,4,3
86877,15672,9,1,7,,,,,1,2,.S,.S,2,.S,1,3,1,5,3,2,2,3,2
86877,15673,9,2,7,,,,,1,2,.S,.S,2,.S,3,3,2,4,2,3,2,4,3
86877,15674,10,1,7,,,,,1,2,.S,.S,1,10,1,3,3,5,3,3,3,4,3
86877,15677,9,2,7,,,,,1,2,.S,.S,2,.S,3,4,4,3,2,2,1,3,2
86877,15679,9,1,7,,,,,1,2,.S,.S,2,.S,1,3,3,3,2,2,2,2,2
86877,15680,9,2,7,,,,,1,2,.S,.S,1,9,3,3,1,5,2,3,1,3,2
86877,15681,9,1,7,,,,,1,2,.S,.S,2,.S,1,3,3,5,3,4,4,5,4
86877,15682,10,1,7,,,,,1,2,.S,.S,1,10,1,3,2,2,2,3,1,2,2
86877,15685,9,2,7,,,,,1,1,10,1,1,9,3,3,1,4,3,3,3,3,3
86877,15686,9,1,7,.N,.N,.N,.N,.N,2,.S,.S,1,9,1,4,4,4,4,4,4,4,.N
86877,15688,9,1,7,,,,,1,2,.S,.S,2,.S,1,4,1,2,2,4,1,2,4
86877,15689,9,2,7,,,,,1,2,.S,.S,2,.S,1,3,3,4,2,4,3,3,2
86877,15690,10,1,7,,,,,1,2,.S,.S,2,.S,1,2,2,4,2,2,2,2,2
86877,15691,10,2,7,,,,,1,2,.S,.S,2,.S,1,2,2,3,3,3,3,3,3
86877,15693,9,1,7,,,,,1,2,.S,.S,2,.S,1,1,1,1,1,1,1,1,1
86877,15694,9,2,7,,,,,1,2,.S,.S,1,9,2,3,1,2,2,2,1,4,2
86877,15696,9,2,7,,,,,1,1,10,3,1,9,1,4,3,3,3,4,3,4,3
86877,15697,9,2,7,,,,,1,2,.S,.S,1,6,1,2,3,5,2,3,3,5,3
86877,15699,10,2,7,,,,,1,1,10,1,1,8,1,2,1,5,3,4,1,4,3
86877,15701,9,2,7,,,,,1,1,8,1,1,9,1,5,1,5,5,2,4,2,4
86877,32047,6,2,4,,,,,1,2,.S,.S,2,.S,1,3,3,5,3,4,4,4,4
86877,32048,7,2,4,,,,,1,2,.S,.S,1,7,1,3,3,5,3,4,4,4,4
86877,32050,6,2,4,1,,,1,,2,.S,.S,2,.S,1,4,3,5,4,3,3,3,3
86877,32051,6,2,4,,,,,1,2,.S,.S,2,.S,1,4,3,3,3,3,3,4,3
86877,32052,6,2,4,,,,,1,2,.S,.S,2,.S,2,2,1,5,2,4,1,4,2
86877,32055,7,2,4,1,,,,,2,.S,.S,2,.S,1,3,3,4,3,3,3,3,3
86877,32056,6,2,4,,1,,,,2,.S,.S,2,.S,1,4,1,4,3,4,1,4,2
86877,32058,8,2,4,,,1,,1,2,.S,.S,2,.S,1,5,4,6,4,3,1,3,5
86877,32059,6,2,4,,,,,1,2,.S,.S,2,.S,1,3,2,5,2,6,3,5,4
86877,32060,7,2,4,,,,,1,2,.S,.S,2,.S,2,4,1,4,2,5,1,3,2
86877,32063,7,2,4,1,,,,,2,.S,.S,2,.S,1,4,3,5,4,4,2,4,2
86877,32064,6,2,4,,,,,1,2,.S,.S,2,.S,1,3,1,5,2,6,1,4,2
86877,32066,7,2,4,,,,,1,2,.S,.S,2,.S,3,3,3,6,2,4,3,6,3
86877,32067,6,2,4,,,,1,,2,.S,.S,2,.S,3,4,1,5,4,4,1,4,5
86877,32068,7,2,4,,,,,1,2,.S,.S,1,8,1,4,1,5,4,4,1,6,3
86877,32070,6,2,4,,1,,,,2,.S,.S,2,.S,1,3,3,4,2,4,3,3,3
86877,32071,6,2,4,1,,1,,1,2,.S,.S,1,7,2,3,3,5,3,4,4,3,3
86877,32072,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,2,1,5,2,2,1,2,2
86877,32074,7,2,4,1,,,,,2,.S,.S,1,7,1,3,2,3,2,3,2,3,2
86877,32075,7,2,4,,,,1,,2,.S,.S,2,.S,2,2,1,4,4,4,1,4,4
86877,32078,7,2,4,,,,,1,2,.S,.S,2,.S,1,3,1,5,2,3,1,4,2
86877,32079,6,2,4,,,,,1,2,.S,.S,1,7,3,6,2,5,2,2,2,4,2
86877,32080,6,2,4,,,,,1,2,.S,.S,2,.S,2,2,1,4,2,2,2,3,2
86877,32082,8,2,5,,1,,,1,2,.S,.S,2,.S,1,4,4,5,3,4,4,4,4
86877,32083,7,2,5,1,,,,,2,.S,.S,2,.S,1,5,6,6,2,5,5,5,2
86877,32084,7,2,5,,,,,1,2,.S,.S,2,.S,1,3,3,6,2,4,3,5,2
86877,32085,8,2,5,,,,,1,2,.S,.S,2,.S,2,3,2,5,2,4,3,5,2
86877,32086,8,2,5,1,,,,,2,.S,.S,2,.S,3,4,4,3,2,2,2,2,2
86877,32087,7,2,5,,,,,1,1,8,1,1,7,3,3,1,5,5,4,1,4,3
86877,32088,8,2,5,1,1,,1,,2,.S,.S,2,.S,1,3,1,3,2,3,1,4,2
86877,32089,8,2,5,,1,,,1,2,.S,.S,1,9,1,6,2,6,4,6,3,6,6
86877,32090,9,2,5,,,,1,,2,.S,.S,2,.S,1,5,3,4,3,3,3,3,2
86877,32092,7,2,5,,,,,1,2,.S,.S,2,.S,2,3,1,5,2,4,1,3,2
86877,32093,7,2,5,,1,,,,2,.S,.S,2,.S,2,3,1,2,3,4,1,2,3
86877,32094,7,2,5,,,,,1,2,.S,.S,1,8,3,2,2,3,2,3,3,5,2
86877,32095,8,2,5,,,,,1,2,.S,.S,2,.S,3,4,1,6,3,4,1,4,2
86877,32096,7,2,5,,,,,1,2,.S,.S,2,.S,3,3,1,4,2,2,1,4,1
86877,32097,8,2,5,,,,,1,2,.S,.S,1,7,3,4,4,4,3,3,2,.N,.N
86877,32098,8,2,5,,,1,,,2,.S,.S,1,8,1,2,1,5,2,4,1,3,3
86877,32100,7,2,5,1,,,,1,2,.S,.S,2,.S,1,2,2,4,2,3,4,3,2
86877,32101,8,2,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,5,1,3,3,2,1,5,3
86877,32102,7,2,5,,,,,1,2,.S,.S,2,.S,3,2,2,4,3,4,2,5,4
86877,32103,8,2,5,,,,,1,2,.S,.S,1,9,1,3,3,4,2,3,1,4,3
86877,32104,8,2,5,,,,,1,2,.S,.S,1,8,1,4,2,6,2,2,2,4,2
86877,32105,8,2,5,,,,,1,2,.S,.S,2,.S,1,3,2,4,2,4,1,4,2
86877,32106,7,2,5,,1,,1,1,2,.S,.S,2,.S,1,3,4,4,3,4,4,3,3
86877,32109,7,2,5,,,,,1,2,.S,.S,2,.S,1,5,1,2,2,4,3,3,3
86877,32110,7,2,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,3,4,3,4,1,3,3
86877,32111,7,2,5,,1,1,1,,2,.S,.S,1,6,1,3,3,6,3,6,1,5,2
86877,32113,8,2,5,,,,,1,1,1,1,2,.S,1,2,2,2,2,2,2,3,2
86877,32114,7,2,5,,,1,,,2,.S,.S,2,.S,1,6,1,3,2,6,1,3,2
86877,32118,9,2,6,1,,,,1,2,.S,.S,1,9,1,5,4,6,2,3,1,3,2
86877,32119,9,2,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,3,4,3,5,4,3,3
86877,32123,9,2,6,,,,,1,2,.S,.S,2,.S,1,3,3,3,3,2,1,2,3
86877,32126,8,2,6,,,,,1,2,.S,.S,2,.S,1,3,3,5,1,4,3,5,1
86877,32127,9,2,6,,,,,1,2,.S,.S,1,9,1,3,3,5,2,4,3,4,2
86877,32129,9,2,6,,,,,1,2,.S,.S,2,.S,1,3,3,5,2,4,3,5,2
86877,32131,9,2,6,,1,,1,,2,.S,.S,2,.S,2,5,4,6,3,6,3,5,2
86877,32133,9,2,6,,,,,1,2,.S,.S,1,9,1,3,2,1,4,4,4,4,2
86877,32134,8,2,6,,,,,1,2,.S,.S,2,.S,1,2,3,4,2,3,4,5,2
86877,32135,9,2,6,,,,,1,2,.S,.S,1,10,1,3,3,4,4,4,4,4,4
86877,32139,9,2,6,,,,,1,2,.S,.S,2,.S,1,2,3,4,3,4,4,4,2
86877,32141,9,2,6,,,,,1,2,.S,.S,2,.S,1,4,3,6,3,4,3,5,4
86877,32143,9,2,6,,,,,1,2,.S,.S,1,8,1,3,1,4,4,5,5,3,5
86877,32147,8,2,6,,,,1,1,2,.S,.S,1,8,3,3,3,4,2,4,4,5,3
86877,32149,9,2,6,,,,,1,2,.S,.S,2,.S,1,2,2,5,2,2,2,4,2
86877,32151,9,2,6,,,,,1,2,.S,.S,2,.S,1,4,4,6,4,3,3,6,6
86877,32152,9,2,7,,,,,1,2,.S,.S,1,10,1,2,2,5,2,4,4,6,4
86877,32153,9,2,7,,,,,1,2,.S,.S,2,.S,1,4,1,4,4,4,1,4,4
86877,32156,10,2,7,,1,,,,2,.S,.S,1,11,2,3,3,3,3,3,3,3,3
86877,32157,10,2,7,,1,,,,2,.S,.S,2,.S,3,3,1,4,2,2,1,4,2
86877,32160,10,2,7,,,,,1,2,.S,.S,2,.S,1,2,3,5,2,4,4,4,3
86877,32161,10,2,7,,,,,1,2,.S,.S,2,.S,1,3,1,5,3,4,1,4,4
86877,32163,10,2,7,,1,,,,2,.S,.S,2,.S,1,5,5,4,4,5,4,4,5
86877,32164,9,2,7,,,,,1,2,.S,.S,2,.S,1,2,3,3,4,3,3,2,2
86877,32165,10,2,7,,,,,1,2,.S,.S,2,.S,1,2,3,5,3,3,3,4,.N
86877,32166,10,2,7,,,,,1,2,.S,.S,1,10,1,3,1,4,3,4,1,4,3
86877,32168,10,2,7,,,,,1,2,.S,.S,2,.S,1,3,3,6,4,4,4,3,3
86877,32169,9,2,7,,,,,1,2,.S,.S,2,.S,1,3,3,5,3,4,1,3,3
86877,32171,9,2,7,,1,,,,1,9,3,2,.S,3,3,1,4,5,2,1,3,3
86877,32172,9,2,7,,,,1,,2,.S,.S,2,.S,1,5,5,6,4,6,4,6,5
86877,32173,10,2,7,,,,,1,2,.S,.S,2,.S,1,3,3,5,3,3,3,5,3
86877,32176,9,2,7,,,,,1,2,.S,.S,1,9,1,2,2,5,2,4,5,6,4
86877,32177,9,2,7,,,,,1,2,.S,.S,2,.S,2,3,1,6,4,4,1,4,3
86877,196,3,1,1,,,,,1,2,.S,.S,2,.S,1,3,1,3,2,3,1,2,2
86877,197,3,2,1,,,,1,,2,.S,.S,2,.S,3,2,1,2,2,2,1,2,2
86877,198,3,1,1,,,,,1,2,.S,.S,2,.S,1,4,4,5,2,5,4,5,2
86877,199,3,2,1,,,,,1,2,.S,.S,2,.S,2,3,1,2,3,2,2,2,3
86877,200,3,2,1,,,1,,,2,.S,.S,2,.S,3,3,2,2,2,2,2,2,2
86877,201,4,1,1,,,,,1,2,.S,.S,2,.S,1,4,3,4,2,2,2,2,2
86877,202,4,1,1,,,,,1,2,.S,.S,1,1,3,4,4,4,3,2,.N,.N,.N
86877,204,4,1,1,,,1,,,2,.S,.S,2,.S,2,2,1,3,2,2,1,3,2
86877,205,4,1,1,,,,,1,2,.S,.S,2,.S,1,4,1,6,3,3,1,6,3
86877,207,3,2,1,,,,1,,2,.S,.S,2,.S,2,2,1,2,2,2,1,2,2
86877,208,3,1,1,,,,,1,2,.S,.S,2,.S,3,3,.N,2,.N,2,2,.N,2
86877,209,3,1,1,,,,,1,2,.S,.S,2,.S,3,1,1,1,4,3,1,2,2
86877,210,4,1,1,1,,,,,2,.S,.S,2,.S,1,3,1,1,3,2,1,1,2
86877,212,3,1,1,,,,,1,1,2,1,2,.S,2,4,4,5,2,4,1,4,2
86877,213,3,1,1,1,,,,,2,.S,.S,2,.S,1,3,1,2,2,2,1,2,2
86877,215,3,2,1,1,,,,,2,.S,.S,2,.S,2,3,1,2,2,2,1,2,2
86877,216,3,2,1,,,1,,,2,.S,.S,2,.S,1,4,3,5,2,4,3,4,3
86877,218,4,1,1,,1,,,1,2,.S,.S,1,4,1,5,4,4,4,3,3,3,3
86877,219,3,1,1,,,,,1,2,.S,.S,2,.S,2,3,3,3,3,3,3,3,3
86877,220,3,2,1,,,,,1,2,.S,.S,2,.S,1,3,3,3,3,3,3,3,3
86877,221,4,2,1,,,1,,1,2,.S,.S,2,.S,1,6,5,3,4,4,4,3,4
86877,223,4,2,1,,1,,,1,2,.S,.S,2,.S,1,4,3,6,2,4,2,4,2
86877,224,3,2,1,,1,,,,2,.S,.S,2,.S,3,2,1,2,2,2,1,2,2
86877,226,4,2,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,3,3,3,3,3,3,3
86877,227,4,1,1,,,1,,,2,.S,.S,2,.S,2,3,1,4,2,3,1,4,2
86877,228,3,1,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,2,4,2,2,1,2,2
86877,229,3,2,1,,,1,,1,2,.S,.S,2,.S,2,5,3,4,3,4,4,4,4
86877,2864,5,1,2,,,,,1,2,.S,.S,2,.S,3,3,2,5,3,4,3,5,2
86877,2865,5,2,2,,1,,,,2,.S,.S,2,.S,1,4,1,5,3,4,4,3,3
86877,2866,5,2,2,,,1,,1,2,.S,.S,2,.S,2,3,3,5,3,4,4,4,3
86877,2868,4,2,2,,,,,1,2,.S,.S,2,.S,3,4,4,5,5,4,4,5,5
86877,2869,4,2,2,,,,,1,2,.S,.S,2,.S,2,3,3,5,3,3,2,4,2
86877,2871,5,2,2,,,,,1,2,.S,.S,2,.S,3,3,2,6,2,3,2,4,3
86877,2872,4,2,2,,,,,1,2,.S,.S,2,.S,1,6,3,4,3,4,3,4,3
86877,2873,4,2,2,,,,,1,2,.S,.S,2,.S,1,3,1,3,2,2,1,3,2
86877,2874,4,1,2,,1,,,,2,.S,.S,2,.S,3,3,4,5,5,3,3,4,3
86877,2876,5,1,2,,,,,1,2,.S,.S,1,6,1,4,3,6,4,4,2,4,2
86877,2877,5,1,2,,,,,1,2,.S,.S,2,.S,1,2,1,2,2,2,1,2,2
86877,2880,4,2,2,,,1,,,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
86877,2881,4,2,2,,,,,1,2,.S,.S,2,.S,1,3,3,5,3,4,3,5,2
86877,2882,5,2,2,,1,,,,2,.S,.S,2,.S,2,6,1,6,2,6,6,6,2
86877,2884,4,2,2,1,,,,1,2,.S,.S,2,.S,1,3,1,6,4,2,1,2,2
86877,2885,4,2,2,,,,,1,2,.S,.S,2,.S,2,2,1,2,2,2,1,2,2
86877,2888,4,2,2,,,,1,1,2,.S,.S,2,.S,1,4,3,5,2,3,3,5,2
86877,2889,5,1,2,1,,,,,2,.S,.S,2,.S,1,3,3,5,2,4,3,5,2
86877,2891,5,2,2,,,,,1,2,.S,.S,2,.S,1,5,1,6,4,6,1,5,5
86877,2892,4,2,2,1,,,1,1,2,.S,.S,2,.S,2,3,2,2,3,2,2,2,3
86877,2893,4,2,2,,,,,1,2,.S,.S,2,.S,1,2,2,2,2,3,3,3,2
86877,2896,4,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,4,6,4,3,3,6,4
86877,2897,5,1,2,,1,,,1,2,.S,.S,2,.S,1,3,3,4,3,3,1,3,3
86877,2899,6,1,3,,,,,1,2,.S,.S,2,.S,1,6,1,2,4,4,4,2,3
86877,2900,6,1,3,,,,,1,2,.S,.S,2,.S,1,3,2,4,3,3,3,3,3
86877,2902,5,1,3,,,,,1,2,.S,.S,1,6,3,2,2,6,2,2,2,4,2
86877,2903,5,1,3,,,,,1,2,.S,.S,2,.S,1,3,1,4,3,2,1,4,3
86877,2904,5,2,3,,1,,1,1,2,.S,.S,2,.S,3,4,1,4,4,4,1,3,3
86877,2907,5,2,3,,,,,1,2,.S,.S,2,.S,1,2,5,.N,3,5,4,4,3
86877,2908,6,2,3,,,,,1,2,.S,.S,2,.S,3,3,1,2,2,4,1,2,2
86877,2910,5,1,3,,,,,1,2,.S,.S,2,.S,3,2,1,2,2,3,1,2,2
86877,2911,6,2,3,,,,,1,2,.S,.S,2,.S,2,3,1,3,2,3,1,3,2
86877,2912,5,1,3,,,,,1,2,.S,.S,2,.S,1,3,3,3,2,3,3,3,2
86877,2915,6,1,3,,,,,1,2,.S,.S,2,.S,2,2,2,4,2,2,2,4,2
86877,2916,5,1,3,,,,,1,2,.S,.S,2,.S,2,4,4,5,2,4,3,5,2
86877,2917,6,.N,3,,,,,1,2,.S,.S,2,.S,1,4,6,6,6,6,6,6,6
86877,2918,6,1,3,,,,,1,2,.S,.S,2,.S,1,4,3,4,5,3,2,4,2
86877,2919,6,1,3,,,,,1,2,.S,.S,2,.S,1,3,2,5,3,3,2,5,4
86877,2920,5,1,3,,,1,,,2,.S,.S,1,4,1,5,1,6,5,4,1,4,4
86877,2923,6,1,3,,1,,,,2,.S,.S,2,.S,2,3,4,2,2,3,2,3,2
86877,2924,5,2,3,,,,,1,2,.S,.S,2,.S,3,4,4,5,4,5,4,3,3
86877,2925,6,2,3,,,,,1,2,.S,.S,1,7,1,2,1,5,2,2,1,5,2
86877,2926,5,1,3,,,,,1,2,.S,.S,1,5,3,3,1,5,3,3,3,3,3
86877,2927,5,2,3,,,,,1,2,.S,.S,2,.S,1,4,4,5,4,4,4,5,4
86877,2930,6,1,3,,,,,1,2,.S,.S,2,.S,1,3,6,3,3,2,2,2,2
86877,2931,5,1,3,,1,,,,2,.S,.S,2,.S,1,4,3,4,2,4,2,3,2
86877,2932,6,2,3,,,,,1,2,.S,.S,2,.S,3,2,2,3,2,2,2,3,2
86877,6663,4,1,1,,,1,,,2,.S,.S,2,.S,1,2,1,3,3,2,1,3,3
86877,6664,3,2,1,,,1,,,2,.S,.S,2,.S,3,3,3,4,3,3,3,2,3
86877,6665,3,2,1,1,,,,,2,.S,.S,2,.S,1,5,1,3,3,6,1,3,3
86877,6667,3,1,1,.N,.N,.N,.N,.N,2,.S,.S,1,4,2,3,3,.N,2,6,3,2,3
86877,6668,4,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,.N,5,1,4,3,4,1,6,3
86877,6671,3,.N,.N,,,,1,,2,.S,.S,2,.S,1,3,1,5,2,2,1,2,2
86877,6672,3,2,1,,,1,,,2,.S,.S,2,.S,3,5,5,4,4,4,3,4,4
86877,6673,3,2,1,1,,,,,2,.S,.S,2,.S,2,2,1,4,2,2,1,3,2
86877,6674,3,2,1,,,,,1,2,.S,.S,2,.S,1,4,1,6,3,2,1,6,2
86877,6675,3,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,2,3,2,2,1,3,2
86877,6676,4,1,1,,,,,1,2,.S,.S,2,.S,1,3,4,5,3,4,3,5,4
86877,6678,3,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,1,3,2,2,1,2,2
86877,6679,3,2,1,,,,,1,2,.S,.S,2,.S,1,2,2,2,2,2,2,2,2
86877,6680,4,1,1,,,,,1,2,.S,.S,2,.S,3,4,3,5,2,5,1,3,2
86877,6682,4,2,1,,,,,1,2,.S,.S,2,.S,2,3,3,4,2,3,1,2,3
86877,6683,3,1,1,,,,1,,2,.S,.S,2,.S,1,1,1,3,2,2,1,2,2
86877,6684,3,1,1,,,1,,,2,.S,.S,2,.S,1,4,3,4,2,3,2,2,2
86877,6687,3,2,1,,,,,1,2,.S,.S,2,.S,1,4,3,4,5,3,1,4,4
86877,6688,4,2,1,,,,1,,2,.S,.S,2,.S,2,2,1,2,2,2,2,2,2
86877,6690,3,1,1,,,1,,,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
86877,6691,4,2,1,,,,,1,2,.S,.S,2,.S,3,4,1,4,4,.N,1,.N,.N
86877,6692,3,1,1,,,1,,,2,.S,.S,2,.S,3,2,2,2,2,1,1,2,2
86877,6695,3,1,1,1,,,,,2,.S,.S,2,.S,1,4,4,5,5,5,5,5,5
86877,6696,4,2,1,,,1,,,2,.S,.S,2,.S,3,3,1,4,3,3,1,3,3
86877,6698,3,1,1,1,,,,,1,2,1,2,.S,3,2,1,4,2,2,1,2,2
86877,6699,4,2,1,,,,,1,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
86877,6700,3,2,1,,,,1,,2,.S,.S,1,.N,2,3,4,6,2,2,2,3,.N
86877,6703,4,1,1,,,,1,,2,.S,.S,2,.S,3,3,3,3,4,4,4,2,5
86877,6704,3,2,1,1,,,,,2,.S,.S,2,.S,3,2,4,5,3,2,1,3,2
86877,2,4,1,2,,,1,,,2,.S,.S,2,.S,1,4,1,5,1,4,1,4,1
86877,3,4,2,2,,,,,1,2,.S,.S,2,.S,3,5,1,6,6,6,1,5,4
86877,5,4,1,2,1,,,,,2,.S,.S,2,.S,2,3,1,2,3,3,1,3,3
86877,6,4,2,2,,,,,1,2,.S,.S,2,.S,1,3,1,3,3,3,1,3,3
86877,7,4,2,2,,,,,1,2,.S,.S,2,.S,1,4,3,4,3,3,1,3,3
86877,10,4,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,1,2,4,3,1,3,2
86877,11,6,2,2,,,,,1,2,.S,.S,2,.S,2,4,4,4,2,2,2,2,2
86877,13,.N,2,2,,1,,,1,2,.S,.S,2,.S,1,6,6,6,6,6,6,5,6
86877,14,4,2,2,,1,,1,,2,.S,.S,2,.S,3,3,1,4,2,2,2,3,4
86877,15,5,1,2,,,,,1,2,.S,.S,2,.S,3,4,1,4,4,3,3,3,3
86877,19,4,1,2,,,,1,,2,.S,.S,2,.S,3,3,4,5,1,2,4,5,1
86877,20,11,1,7,,,1,,,1,11,7,1,1,3,5,1,6,5,6,6,3,3
86877,22,4,2,2,,,,,1,2,.S,.S,2,.S,1,4,1,5,3,3,1,4,4
86877,23,4,1,2,,,,,1,2,.S,.S,2,.S,1,6,1,1,3,2,4,1,2
86877,24,4,2,2,,,,,1,2,.S,.S,2,.S,1,2,1,3,3,3,1,2,2
86877,27,4,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,2,2,2,2,.N,2,.N
86877,28,4,2,2,,,1,,,2,.S,.S,2,.S,3,3,3,6,3,3,1,4,3
86877,30,5,1,2,,,,,1,2,.S,.S,2,.S,1,4,1,5,4,3,3,3,3
86877,31,5,1,2,,1,1,,,2,.S,.S,2,.S,1,4,1,6,2,2,1,5,2
86877,35,5,2,2,,1,1,,,2,.S,.S,2,.S,3,4,1,3,4,5,1,3,4
86877,36,6,2,3,,,,,1,2,.S,.S,2,.S,3,3,4,3,2,3,3,4,4
86877,37,6,1,3,,,,,1,2,.S,.S,1,1,1,.N,.N,.N,.N,.N,.N,.N,.N
86877,38,5,1,3,,1,,,,2,.S,.S,2,.S,3,4,2,5,3,3,3,3,3
86877,39,6,1,3,,,,,1,2,.S,.S,2,.S,3,4,4,5,3,4,4,5,3
86877,40,6,1,3,,,,,1,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
86877,43,5,1,3,,1,,,1,2,.S,.S,2,.S,1,3,1,2,2,3,1,4,2
86877,44,5,2,3,,,,,1,2,.S,.S,2,.S,2,4,4,4,3,4,3,4,2
86877,45,5,.N,3,,,,,1,2,.S,.S,2,.S,1,2,3,6,2,2,2,4,2
86877,46,6,2,3,,,,,1,2,.S,.S,2,.S,2,2,1,2,2,2,1,2,2
86877,47,5,2,3,,,,,1,2,.S,.S,2,.S,1,3,3,4,3,2,2,2,3
86877,48,5,1,3,,,,,1,2,.S,.S,2,.S,3,4,3,1,4,3,3,4,3
86877,50,5,1,3,,,,,1,1,6,3,1,6,1,6,6,6,6,6,6,6,6
86877,51,5,1,3,,,,,1,1,4,4,1,6,2,5,1,5,.N,5,1,6,5
86877,52,6,1,3,,1,,,,2,.S,.S,2,.S,1,5,5,3,3,4,3,4,3
86877,53,5,1,3,,,,,1,1,5,3,1,6,1,4,1,5,2,5,1,5,3
86877,55,6,1,3,,,,,1,2,.S,.S,2,.S,1,4,1,1,2,2,1,1,2
86877,56,6,1,3,,,,,1,2,.S,.S,2,.S,1,3,1,4,2,3,1,3,3
86877,57,5,2,3,,,1,,1,2,.S,.S,2,.S,3,2,2,3,2,4,2,4,2
86877,58,6,1,3,,,1,,,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,2
86877,59,6,2,3,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,2,1,3,2,2,1,3,2
86877,60,5,2,3,,,,,1,2,.S,.S,1,5,1,2,1,4,3,4,1,3,2
86877,61,5,2,3,,,1,,,2,.S,.S,2,.S,1,4,6,6,6,4,6,6,6
86877,62,6,1,3,,,,,1,2,.S,.S,2,.S,1,2,1,5,2,2,1,3,2
86877,63,5,2,3,,,,1,,2,.S,.S,2,.S,1,4,1,4,3,5,1,5,5
86877,64,5,1,3,,,,,1,2,.S,.S,2,.S,1,3,4,6,2,2,3,3,2
